Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:17:47 PM  47768688 387923484   2886152      0.73   4004740 326174512 191069268     47.38 151814060 180077108       732   1740132  14025048      9472     45956    300008
06:17:52 PM  47814536 387970240   2839364      0.72   4004740 326175420 187483928     46.49 151814052 180034764       360   1696800  14025080      9424     45172    300016
06:17:57 PM  47767404 387922608   2886868      0.73   4004740 326174920 191268112     47.43 151814108 180073052       368   1735580  14025208      9440     45800    300016
06:18:02 PM  47750208 387905560   2904016      0.74   4004740 326175072 191386884     47.46 151814112 180082104       364   1744596  14025104      9456     45992    300040
06:18:07 PM  47756932 387912580   2896848      0.73   4004740 326175364 191181180     47.41 151814168 180079376       512   1741476  14025256      9424     45900    300016
06:18:12 PM  47772028 387927804   2881548      0.73   4004740 326175496 188349196     46.71 151814208 180058764       356   1720860  14025328      9424     45344    299984
06:18:17 PM  47745764 387901984   2907380      0.74   4004740 326175936 191280784     47.44 151814284 180075636       724   1737852  14025320      9456     45988    299992
06:18:22 PM  47733728 387890104   2919372      0.74   4004740 326176092 191587548     47.51 151814280 180078296       356   1739912  14025208      9424     45892    299968
06:18:27 PM  47723664 387880196   2929280      0.74   4004740 326176248 191490124     47.49 151814280 180081360       348   1742828  14025208      9424     45880    299968
06:18:32 PM  47756800 387913480   2895992      0.73   4004740 326176400 191498956     47.49 151814280 180085004       200   1746224  14025208      9424     45872    299936
06:18:37 PM  47756836 387913828   2895796      0.73   4004740 326176712 191288300     47.44 151814340 180083444       784   1744524  14025056      9456     46032    299936
06:18:42 PM  47747380 387904648   2904936      0.74   4004740 326176984 191390300     47.46 151814392 180079736       324   1740660  14025100      9424     45888    299936
06:18:47 PM  47707244 387864792   2944976      0.75   4004740 326177264 191493040     47.49 151814448 180080652       340   1741080  14024916      9424     45780    299944
06:18:52 PM  47747668 387905380   2904240      0.74   4004740 326177436 188550248     46.76 151814508 180048268       428   1708624  14025056      9424     45504    299952
06:18:57 PM  47726504 387884904   2924596      0.74   4004740 326178120 191725480     47.55 151814672 180090720       748   1750668  14025180      9424     45840    299984
06:19:02 PM  47721864 387880404   2929096      0.74   4004740 326178260 191570376     47.51 151814672 180067988       404   1727720  14025180      9424     45824    299984
06:19:07 PM  47675076 387833928   2975488      0.75   4004740 326178576 191744764     47.55 151814780 180084456       812   1743984  14025260      9424     45768    300000
06:19:12 PM  47710360 387870228   2939196      0.74   4004740 326179584 190938612     47.35 151814788 180059280       648   1717816  14025260      9424     45764    300016
06:19:17 PM  47746108 387906052   2903148      0.74   4004740 326179660 188038960     46.63 151814840 180016176       304   1674700  14025484      9424     45156    300000
06:19:22 PM  47648808 387808408   3000504      0.76   4004740 326179316 191112712     47.39 151814900 180115372       276   1774392  14025772      9456     45944    300016
06:19:27 PM  47728760 387888608   2920300      0.74   4004740 326179568 191406584     47.47 151814952 180053412       200   1712196  14025772      9424     45708    300016
06:19:32 PM  47775648 387936500   2872356      0.73   4004740 326180572 187075532     46.39 151815068 179998680       908   1656584  14025824      9456     45160    300024
06:19:37 PM  47729480 387890232   2918512      0.74   4004740 326180472 191198648     47.41 151815176 180033752       520   1691852  14025936      9424     45712    300000
06:19:42 PM  47668640 387829636   2979104      0.75   4004740 326180712 191290976     47.44 151815232 180063716       148   1721724  14025944      9424     45668    300000
06:19:47 PM  47692536 387853508   2955368      0.75   4004740 326180688 187589904     46.52 151815236 180033508       372   1691564  14025808      9440     45160    300040
06:19:52 PM  47676496 387837880   2970860      0.75   4004740 326181100 191523028     47.50 151815296 180044228       340   1702160  14025944      9456     45932    300040
06:19:57 PM  47679472 387841040   2967440      0.75   4004740 326181292 191192512     47.41 151815340 180070392       484   1727372  14026196      9424     45580    300032
06:20:02 PM  47752912 387914656   2893848      0.73   4004740 326181460 191419852     47.47 151815344 180045816        96   1703152  14026180      9424     45696    300016
06:20:07 PM  47746972 387908852   2899652      0.73   4004740 326181596 191319832     47.44 151815344 180050796       224   1708044  14026180      9424     45748    300048
06:20:12 PM  47743280 387905536   2902968      0.74   4004740 326181972 191436064     47.47 151815344 180039852        96   1696540  14026180      9408     45552    300080
06:20:17 PM  47718204 387880472   2928016      0.74   4004740 326181984 191415760     47.47 151815400 180046452       240   1703192  14026196      9440     45692    300096
06:20:22 PM  47685180 387847576   2960912      0.75   4004740 326182112 191408484     47.47 151815400 180079312        64   1735932  14026196      9440     45600    300112
06:20:27 PM  47703852 387866412   2942116      0.75   4004740 326182276 191636828     47.52 151815408 180091032       300   1747472  14026156      9504     45908    300144
06:20:32 PM  47733404 387896108   2912420      0.74   4004740 326182420 191236752     47.42 151815400 180063080       320   1718864  14026156      9440     45688    300128
06:20:37 PM  47752712 387915564   2892960      0.73   4004740 326182572 190944608     47.35 151815404 180071416       180   1727560  14026156      9472     45880    300104
06:20:42 PM  47756500 387919520   2889000      0.73   4004740 326182736 191564004     47.51 151815404 180072748       492   1728784  14026164      9472     45876    300104
06:20:47 PM  47765624 387928784   2879736      0.73   4004740 326182876 191670112     47.53 151815404 180074304        12   1730112  14026164      9440     45740    300032
06:20:52 PM  47764512 387927944   2880624      0.73   4004740 326183148 191162800     47.41 151815464 180077464       680   1733048  14026116      9504     45968    300072
06:20:57 PM  47770648 387934240   2874472      0.73   4004740 326183308 190845272     47.33 151815456 180075100       276   1730684  14025972      9440     45840    300000
06:21:02 PM  47722888 387886620   2922092      0.74   4004740 326183448 190840392     47.33 151815456 180109612       304   1765088  14025972      9440     45840    299984
06:21:07 PM  47748980 387912996   2895716      0.73   4004740 326183732 191089620     47.39 151815512 180077732       696   1733008  14025972      9440     45816    300000
06:21:12 PM  47783128 387947964   2860748      0.72   4004740 326184552 187858008     46.59 151815508 180039040       220   1693372  14025972      9440     45132    300016
06:21:17 PM  47764680 387929092   2879788      0.73   4004740 326184128 191367852     47.46 151815568 180078828       640   1733572  14025804      9440     45784    300048
06:21:22 PM  47724184 387888892   2919868      0.74   4004740 326184424 191456648     47.48 151815624 180106040       536   1760524  14025924      9440     45716    300048
06:21:27 PM  47767064 387931928   2876788      0.73   4004740 326184552 191165320     47.41 151815632 180079048       228   1733576  14025996      9472     45876    300040
06:21:32 PM  47766740 387931876   2876844      0.73   4004740 326184820 191564564     47.51 151815684 180073552       632   1727832  14025996      9472     45868    300032
06:21:37 PM  47779716 387945240   2863672      0.73   4004740 326185208 191244168     47.43 151815792 180063972      1032   1717884  14025804      9424     45756    300000
06:21:42 PM  47733140 387898776   2910132      0.74   4004740 326185324 191242300     47.43 151815792 180100096       244   1754040  14025804      9424     45804    299984
06:21:47 PM  47694952 387860852   2948004      0.75   4004740 326185584 191436704     47.47 151815848 180132360       616   1785984  14025860      9424     45848    299968
06:21:52 PM  47736268 387902428   2906948      0.74   4004740 326185844 191350728     47.45 151815904 180070520       712   1723432  14025340      9440     45804    300016
06:21:57 PM  47773724 387939876   2869736      0.73   4004740 326185840 191241728     47.43 151815908 180064352       540   1718336  14025100      9424     45300    300040
06:22:02 PM  47755004 387921592   2888224      0.73   4004740 326186272 191454512     47.48 151816020 180066492       616   1719496  14024900      9488     45804    300024
06:22:07 PM  47714908 387881728   2928208      0.74   4004740 326186504 190946140     47.35 151816024 180072020       444   1725404  14024780      9488     46036    300032
06:22:12 PM  47687908 387854864   2955016      0.75   4004740 326186640 191242692     47.43 151816020 180103208       368   1756088  14024836      9456     45892    300072
06:22:17 PM  47732144 387899232   2910648      0.74   4004740 326186772 191262588     47.43 151816024 180078068       192   1730792  14024836      9472     46004    300056
06:22:22 PM  47751460 387918688   2891164      0.73   4004740 326186916 191443448     47.48 151816024 180083784       504   1736260  14024860      9504     46084    300088
06:22:27 PM  47763144 387930548   2879468      0.73   4004740 326187088 191688484     47.54 151816016 180085560       184   1737972  14024700      9440     45860    300096
06:22:32 PM  47781084 387948888   2861072      0.72   4004740 326187488 191258240     47.43 151816128 180073504       752   1725584  14024756      9440     45784    300120
06:22:37 PM  47786568 387954652   2855304      0.72   4004740 326187772 191668820     47.53 151816128 180072840       432   1724552  14024756      9440     45768    300112
