Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
01:08:34 AM 285130284 388651316   2994288      0.76   1571496 101297184 187072188     46.39  44925404  59630444     10376   1716160   3865296     10768     35140    280032
01:08:39 AM 285099196 388623724   3022284      0.77   1571496 101300636 186881048     46.34  44925484  59646712     10572   1728324   3864936     10800     35048    280072
01:08:44 AM 285109936 388634208   3012352      0.76   1571496 101300308 193785764     48.06  44925636  59662124     10076   1744764   3864456     10784     35716    280144
01:08:49 AM 285272512 388801580   2845224      0.72   1571496 101305044 172248372     42.72  44925816  59520308      8460   1598224   3864272     10800     33096    280144
01:08:54 AM 285128080 388657920   2988296      0.76   1571496 101305728 189585992     47.01  44926072  59644276     10024   1722000   3864948     10784     35348    280192
01:08:59 AM 285126228 388657376   2988968      0.76   1571496 101307028 193688556     48.03  44926204  59672256      9244   1748748   3864828     10784     35852    280128
01:09:04 AM 285093464 388625800   3020808      0.77   1571496 101308188 193609076     48.01  44926292  59693276     10152   1768672   3864592     10800     35960    280352
01:09:09 AM 285128092 388662276   2984528      0.76   1571496 101310020 193800108     48.06  44926412  59689248     10168   1762840   3864412     10736     35876    280256
01:09:14 AM 285154328 388689476   2957020      0.75   1571496 101310872 193067916     47.88  44926504  59671424     10280   1744448   3864832     10768     35716    280224
01:09:19 AM 285275924 388813852   2832988      0.72   1571496 101313704 180244196     44.70  44926604  59583744      8232   1654392   3864436     10704     33872    280072
01:09:24 AM 285157576 388697168   2948988      0.75   1571496 101315296 186557596     46.26  44926828  59645312      8660   1714192   3865192     10736     35676    280088
01:09:29 AM 285112116 388653388   2993468      0.76   1571496 101317064 193895860     48.08  44927020  59685120      8916   1752524   3864404     10752     35848    280040
01:09:34 AM 285147684 388691116   2955896      0.75   1571496 101319196 183435848     45.49  44927128  59643708      8140   1708880   3864276     10736     34628    279928
01:09:39 AM 285108336 388654168   2992828      0.76   1571496 101321740 187088000     46.40  44927300  59646584      9960   1709492   3864148     10768     35464    280008
01:09:44 AM 285150660 388697404   2949636      0.75   1571496 101322596 186976644     46.37  44927416  59657172      9020   1719404   3864160     10752     35124    280000
01:09:49 AM 285129032 388676904   2969516      0.75   1571496 101323732 193583508     48.01  44927556  59687968      9368   1749052   3864772     10768     35792    279984
01:09:54 AM 285131736 388681844   2964632      0.75   1571496 101325880 187069244     46.39  44927668  59657836      8616   1716936   3864804     10688     34792    279960
01:09:59 AM 285127632 388678780   2967560      0.75   1571496 101327004 190971896     47.36  44927800  59675432      8724   1733520   3864856     10768     35408    279960
01:10:04 AM 285166776 388720864   2925304      0.74   1571496 101329896 185986652     46.12  44927912  59630568      9440   1685704   3865076     10768     35188    279952
01:10:09 AM 285071204 388626352   3019532      0.76   1571496 101330904 190361944     47.21  44928076  59695984      9072   1749476   3865412     10736     35660    279896
01:10:14 AM 285071916 388630388   3015792      0.76   1571496 101334196 183752856     45.57  44928260  59667260      8976   1718152   3865148     10752     35092    279904
01:10:19 AM 285081692 388640772   3005676      0.76   1571496 101334676 189887108     47.09  44928420  59666568      9076   1717576   3865008     10784     35340    280160
01:10:24 AM 285060912 388620584   3025900      0.77   1571496 101335268 193896292     48.08  44928500  59706392      8752   1757016   3864972     10752     35788    280112
01:10:29 AM 285139488 388700744   2945340      0.75   1571496 101336820 187544960     46.51  44928512  59660480      1716   1709404   3865404     10752     34840    280056
01:10:34 AM 285086796 388649420   2996488      0.76   1571496 101338136 193688032     48.03  44928720  59704664      2860   1751144   3865632     10752     35756    280040
01:10:39 AM 285096236 388661560   2984776      0.76   1571496 101340796 186075116     46.14  44928820  59643496      5808   1688772   3865244     10752     34652    280024
01:10:44 AM 285092864 388661000   2985008      0.76   1571496 101343532 182971620     45.37  44929080  59641056      6284   1683884   3865648     10816     34556    280072
01:10:49 AM 285102084 388671720   2975232      0.75   1571496 101344996 194189552     48.16  44929308  59713660      8812   1755292   3864740     10864     35928    280048
01:10:54 AM 285095716 388666448   2980636      0.75   1571496 101346088 187957916     46.61  44929404  59670088      8492   1710620   3864612     10800     35068    280160
01:10:59 AM 285037624 388610376   3036344      0.77   1571496 101348108 194213604     48.16  44929544  59725924      9540   1764804   3864976     10880     36012    280168
01:11:04 AM 285026136 388599952   3046396      0.77   1571496 101349128 194108728     48.14  44929608  59726428     10000   1763844   3865392     10832     35864    280112
01:11:09 AM 285043340 388619004   3027212      0.77   1571496 101350972 190671548     47.28  44929668  59710204      9524   1746232   3865528     10800     35616    280168
01:11:14 AM 285115708 388693532   2952460      0.75   1571496 101353076 187549256     46.51  44929892  59683476      8476   1717440   3865808     10800     35228    280120
01:11:19 AM 285126144 388706800   2939116      0.74   1571496 101356024 186096112     46.15  44930064  59662064      6968   1693480   3865768     10832     34828    280112
01:11:24 AM 285071368 388653732   2991788      0.76   1571496 101357676 189483496     46.99  44930208  59694308      8684   1724064   3866220     10816     35324    280112
01:11:29 AM 285031040 388615064   3030732      0.77   1571496 101359364 193284328     47.93  44930352  59735560      9136   1763808   3865916     10800     35836    280152
01:11:34 AM 285001928 388587308   3058780      0.77   1571496 101360644 189786904     47.06  44930484  59693480      8900   1720724   3865700     10816     35300    280272
01:11:39 AM 284976012 388561772   3084336      0.78   1571496 101361012 193586036     48.01  44930584  59724456      9488   1751308   3865692     10864     35864    280248
01:11:44 AM 284969508 388557136   3088280      0.78   1571496 101362996 194006588     48.11  44930736  59731416      8664   1756344   3866268     10864     35892    280200
01:11:49 AM 285030140 388621296   3024028      0.77   1571496 101366524 181883996     45.10  44930780  59640668      8020   1662172   3866360     10816     34344    280136
01:11:54 AM 285035044 388626480   3018888      0.76   1571496 101366768 184725616     45.81  44931052  59698416      8132   1720532   3866352     10816     35080    280040
01:11:59 AM 285060016 388653512   2992348      0.76   1571496 101368784 193683544     48.03  44931240  59728688      9664   1748560   3865904     10800     35620    280088
01:12:04 AM 285050596 388645648   3000548      0.76   1571496 101370320 193690272     48.03  44931336  59750956     10220   1769296   3865588     11008     36048    280168
01:12:09 AM 285074364 388671528   2974336      0.75   1571496 101372532 190202872     47.17  44931424  59711412     10216   1727300   3865820     10848     35452    280160
01:12:14 AM 285058604 388656300   2989496      0.76   1571496 101373028 193907640     48.09  44931548  59747536      9536   1763304   3865924     10864     35916    280136
01:12:19 AM 285116252 388716636   2929688      0.74   1571496 101375728 186562316     46.27  44931612  59698980     11008   1712220   3865384     10784     35060    280120
01:12:24 AM 285199200 388802948   2843544      0.72   1571496 101379124 173439248     43.01  44931796  59607980      8696   1618108   3865184     10768     33568    280064
01:12:29 AM 285043520 388647100   2999616      0.76   1571496 101378936 193693960     48.03  44932056  59744220      9692   1754676   3864980     10832     35824    280080
01:12:34 AM 285082680 388688520   2958112      0.75   1571496 101381180 189691576     47.04  44932132  59718160     10144   1726440   3865080     10832     35364    280096
01:12:39 AM 285043948 388651636   2994216      0.76   1571496 101383032 187071308     46.39  44932240  59709544     11768   1716052   3865856     10800     35180    280072
01:12:44 AM 285061340 388669508   2976364      0.75   1571496 101383456 193787064     48.06  44932412  59741692      9088   1748204   3865892     10800     35660    280088
01:12:49 AM 285004628 388614664   3031204      0.77   1571496 101385316 187664352     46.54  44932524  59753536     10808   1758016   3865904     10864     35704    280136
01:12:54 AM 285045016 388657616   2988208      0.76   1571496 101387828 189377352     46.96  44932652  59721928      9992   1723588   3866000     10848     35356    280064
01:12:59 AM 285015992 388629244   3016548      0.76   1571496 101388512 190945216     47.35  44932804  59752420      8620   1754100   3866000     10800     35680    280072
01:13:04 AM 284986968 388602496   3044048      0.77   1571496 101391084 193487612     47.98  44933004  59757692      9612   1756968   3864952     10832     35832    280048
01:13:09 AM 285016664 388633764   3012416      0.76   1571496 101392660 193365452     47.95  44933092  59763384      9436   1761032   3865312     10896     35976    280112
01:13:14 AM 285034096 388652812   2993176      0.76   1571496 101394176 190782720     47.31  44933240  59762624      8916   1758864   3865604     10864     35936    280144
01:13:19 AM 285058536 388678908   2966660      0.75   1571496 101395832 187186624     46.42  44933340  59723996      8316   1718112   3866024     10816     34936    280096
01:13:24 AM 285061824 388683656   2962048      0.75   1571496 101397192 190878844     47.34  44933448  59748628     10112   1741968   3865988     10784     35504    280120
01:13:29 AM 285047080 388669984   2975992      0.75   1571496 101398236 190265672     47.18  44933584  59732880      9088   1725584   3865744     10800     35304    280096
01:13:34 AM 285081844 388707696   2938276      0.74   1571496 101401184 186128392     46.16  44933760  59699960      9468   1689708   3865748     10816     34796    280152
01:13:39 AM 285022384 388649340   2995976      0.76   1571496 101402272 193800792     48.06  44933576  59777900      9968   1766452   3866420     10784     35824    280144
